;source_policydoc;impact_policydoc;impact_type;impact_weight;justification;European Climate Law;European Climate Law.1;+2;The European Climate Law sets a binding target of at least 55% greenhouse gas emissions reduction by 2030, which will likely reinforce the Energy from Renewable Sources target of at least 42.5% of the Union's energy consumption coming from renewable sources by 2030.;A Farm to Fork Strategy;Circular Economy Action Plan;+;2;The implementation of the Circular Economy Action Plan can reinforce the Farm to Fork Strategy by promoting sustainable food systems, reducing food waste, and increasing organic farming, which can aid in achieving the strategy's targets.;"source_policydoc;impact_policydoc;impact_type;impact_weight;justification
EU Biodiversity Strategy for 2030;Directive 2010/75/EU of the European Parliament and of the Council;+;2;The EU Biodiversity Strategy for 2030 aims to protect and restore ecosystems, which can reinforce the implementation of the Directive 2010/75/EU of the European Parliament and of the Council by ensuring that industrial activities do not harm biodiversity.
EU Biodiversity Strategy for 2030;On the quality of water intended for human consumption;+;1;The EU Biodiversity Strategy for 2030 can enable the achievement of the On the quality of water intended for human consumption by protecting aquatic ecosystems.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document can significantly aid the Pathway to a Healthy Planet for All EU Action Plan by restoring ecosystems and enhancing biodiversity.
EU Biodiversity Strategy for 2030;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;+;2;The EU Biodiversity Strategy for 2030 can reinforce the European assessment framework for ‘safe and sustainable by design’ chemicals and materials by promoting sustainable practices.
On Nature Restoration;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;+;1;The On Nature Restoration policy document can enable the On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal by providing data on ecosystem restoration.
EU Biodiversity Strategy for 2030;on ambient air quality and cleaner air for Europe;+;2;The EU Biodiversity Strategy for 2030 can aid the on ambient air quality and cleaner air for Europe by reducing air pollution from industrial activities.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document is crucial for the Pathway to a Healthy Planet for All EU Action Plan as it restores ecosystems and promotes biodiversity conservation.
EU Soil Strategy for 2030;On Nature Restoration;+;2;The EU Soil Strategy for 2030 can reinforce the On Nature Restoration by protecting soil health and promoting sustainable land use.
Regulation on plant reproductive material;EU Biodiversity Strategy for 2030;+;1;The Regulation on plant reproductive material can enable the EU Biodiversity Strategy for 2030 by ensuring the use of sustainable plant reproductive materials in agriculture.
Ensuring resilient and sustainable use of EU's natural resources;EU Biodiversity Strategy for 2030;+;3;The Ensuring resilient and sustainable use of EU's natural resources policy document can significantly aid the EU Biodiversity Strategy for 2030 by promoting sustainable resource use and reducing the EU’s ecological footprint.
On Nature Restoration;Regulation on forest reproductive material;+;2;The On Nature Restoration policy document can reinforce the Regulation on forest reproductive material by restoring forests and promoting sustainable forestry practices.
EU Biodiversity Strategy for 2030;On Nature Restoration;+;3;The EU Biodiversity Strategy for 2030 is inextricably linked with the On Nature Restoration, as both aim to protect and restore ecosystems.
On Nature Restoration;On Nature Restoration;+;3;The On Nature Restoration policy document is self-reinforcing, as restoring ecosystems can further enable nature restoration.
On Nature Restoration;EU Biodiversity Strategy for 2030;+;3;The On Nature Restoration policy document can significantly aid the EU Biodiversity Strategy for 2030 by restoring ecosystems and promoting biodiversity conservation.";EU Biodiversity Strategy for 2030;The implementation of the Farm to Fork Strategy's targets on reducing the use of pesticides and fertilizers can reinforce the EU Biodiversity Strategy for 2030's target of protecting and restoring ecosystems and biodiversity, as reducing pollution from agricultural activities can aid in preserving and restoring natural habitats.;Energy from Renewable Sources;On ensuring a level playing field for sustainable air transport;The implementation of the Energy from Renewable Sources target of at least 49% of energy from renewable sources in the building sector in 2030 can reinforce the On ensuring a level playing field for sustainable air transport target of at least 2% of aviation fuels from green by 2030, as increased renewable energy production can lead to lower emissions and support the transition to sustainable air transport.;" ""impact_policydoc""";" ""impact_type""";" ""impact_weight""";" ""justification""";The implementation of the renewable energy targets in the Energy from Renewable Sources policy document can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable land-use and reducing pollution from fossil fuels, thus creating a favourable environment for biodiversity conservation and restoration.;Concerning batteries and waste batteries;The implementation of the Circular Economy Action Plan can reinforce the targets of Concerning batteries and waste batteries by promoting the recycling and reuse of batteries and waste batteries, thus reducing waste and the demand for primary materials.;On packaging and packaging waste;Reinforcing;The Circular Economy Action Plan aims to reduce packaging waste, which is a key aspect of the 'On packaging and packaging waste' policy document, thereby reinforcing its goals.;The implementation of the Circular Economy Action Plan can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable consumption patterns, reducing waste, and encouraging the sharing, leasing, and collaborative consumption of products, which can lead to a decrease in the demand for primary materials and help achieve biodiversity conservation targets.;The implementation of the Circular Economy Action Plan can reinforce the Energy from Renewable Sources policy document by promoting sustainable production and consumption patterns, which can lead to increased demand for renewable energy sources.
188;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;On packaging and packaging waste;+;2;The European assessment framework can reinforce the packaging and packaging waste target by promoting sustainable practices and reducing waste, thus creating conditions that further the reduction of packaging waste.;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;On the Energy Performance of Buildings (recast);+;1;The reporting of environmental data can enable the energy performance of buildings target by providing data and insights that inform building renovation and energy efficiency measures, thus creating conditions that further the energy performance target.;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;On ambient air quality and cleaner air for Europe;REPowerEU Plan;+;2;The ambient air quality target can reinforce the REPowerEU Plan by promoting cleaner air and reducing pollution, thus creating conditions that further the transition to renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;REPowerEU Plan;Energy from Renewable Sources;+;3;The REPowerEU Plan can indivisibly support the achievement of the Energy from Renewable Sources target by promoting the use of renewable energy sources and reducing dependence on fossil fuels, thus creating a low-carbon economy that reinforces the energy from renewable sources target.;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;EU Solar Energy Strategy;Delivering on the EU offshore renewable energy ambitions;+;2;The EU Solar Energy Strategy can reinforce the Delivering on the EU offshore renewable energy ambitions target by promoting the use of solar energy and reducing pollution, thus creating conditions that further the offshore renewable energy ambitions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Delivering on the EU offshore renewable energy ambitions;Powering a Climate neutrality economy;+;1;The Delivering on the EU offshore renewable energy ambitions target can enable the Powering a Climate neutrality economy target by promoting offshore renewable energy and reducing greenhouse gas emissions, thus creating conditions that further the climate neutrality target.;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;A Farm to Fork Strategy;Energy from Renewable Sources;+;2;The implementation of the Farm to Fork Strategy's targets, such as reducing the use of pesticides and promoting organic farming, can reinforce the achievement of the Energy from Renewable Sources' targets, such as increasing the share of renewable energy in the energy mix.;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;A Farm to Fork Strategy;Biofuels - Directive (EU) 2023/2413;+;1;The Farm to Fork Strategy's focus on sustainable agriculture and reducing greenhouse gas emissions can enable the Biofuels Directive's targets, such as increasing the use of advanced biofuels and biogas, by creating conditions that further the development of sustainable biofuels.;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;A Farm to Fork Strategy;On ensuring a level playing field for sustainable air transport;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reducing emissions can create conditions that further the development of sustainable air transport, as outlined in the On ensuring a level playing field for sustainable air transport policy document.;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;A Farm to Fork Strategy;Aviation Fuel - Regulation (EU) 2023/2405;+;1;The Farm to Fork Strategy's focus on sustainable agriculture and reducing emissions can enable the Aviation Fuel Regulation's targets, such as increasing the use of sustainable aviation fuels, by creating conditions that further the development of sustainable aviation fuels.;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;A Farm to Fork Strategy;On the deployment of alternative fuels infrastructure;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reducing emissions can create conditions that further the development of alternative fuels infrastructure, as outlined in the On the deployment of alternative fuels infrastructure policy document.;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;A Farm to Fork Strategy;On the Energy Transition of the EU Fisheries and Aquaculture sector;+;1;The Farm to Fork Strategy's focus on sustainable agriculture and reducing emissions can enable the Energy Transition of the EU Fisheries and Aquaculture sector's targets, such as increasing the use of renewable energy in the fisheries and aquaculture sector, by creating conditions that further the development of sustainable fisheries and aquaculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;A Farm to Fork Strategy;On the deployment of alternative fuels infrastructure;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reducing emissions can create conditions that further the development of alternative fuels infrastructure, as outlined in the On the deployment of alternative fuels infrastructure policy document.;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;A Farm to Fork Strategy;Amending Regulation (EU) 2019/1242;+;1;The Farm to Fork Strategy's focus on sustainable agriculture and reducing emissions can enable the Amending Regulation's targets, such as reducing emissions from agriculture, by creating conditions that further the development of sustainable agricultural practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;A Farm to Fork Strategy;On the use of renewable and low-carbon fuels in maritime transport and amending Directive 2009/16/EC;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reducing emissions can create conditions that further the development of renewable and low-carbon fuels in maritime transport, as outlined in the On the use of renewable and low-carbon fuels in maritime transport policy document.;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;A Farm to Fork Strategy;Sustainable and Smart Mobility Strategy;+;1;The Farm to Fork Strategy's focus on sustainable agriculture and reducing emissions can enable the Sustainable and Smart Mobility Strategy's targets, such as promoting sustainable transport modes, by creating conditions that further the development of sustainable mobility practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;A Farm to Fork Strategy;On the deployment of alternative fuels infrastructure;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reducing emissions can create conditions that further the development of alternative fuels infrastructure, as outlined in the On the deployment of alternative fuels infrastructure policy document.;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;A Farm to Fork Strategy;Amending Regulation (EU) 2019/1242;+;1;The Farm to Fork Strategy's focus on sustainable agriculture and reducing emissions can enable the Amending Regulation's targets, such as reducing emissions from agriculture, by creating conditions that further the development of sustainable agricultural practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;A Farm to Fork Strategy;Energy from Renewable Sources;+;2;The implementation of the Farm to Fork Strategy's targets can reinforce the achievement of the Energy from Renewable Sources' targets, such as increasing the share of renewable energy in the energy mix, by promoting sustainable agriculture and reducing emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;A Farm to Fork Strategy;On ensuring a level playing field for sustainable air transport;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reducing emissions can create conditions that further the development of sustainable air transport, as outlined in the On ensuring a level playing field for sustainable air transport policy document.;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;A Farm to Fork Strategy;Hydrogen Strategy;+;1;The Farm to Fork Strategy's focus on sustainable agriculture and reducing emissions can enable the Hydrogen Strategy's targets, such as increasing the use of renewable hydrogen, by creating conditions that further the development of sustainable hydrogen production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;A Farm to Fork Strategy;Amending Council Directive 92/106/EEC;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reducing emissions can create conditions that further the development of sustainable transport practices, as outlined in the Amending Council Directive policy document.;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;A Farm to Fork Strategy;The new EU Urban Mobility Framework;+;1;The Farm to Fork Strategy's focus on sustainable agriculture and reducing emissions can enable the new EU Urban Mobility Framework's targets, such as promoting sustainable urban mobility, by creating conditions that further the development of sustainable urban mobility practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;;;;;;;;;;A Farm to Fork Strategy;;+;1.0;;;On Nature Restoration;The Farm to Fork Strategy's focus on sustainable agriculture and reducing pollution can enable the implementation of the Nature Restoration Law's targets on restoring degraded ecosystems, as sustainable agricultural practices can help reduce pollution and protect biodiversity.;;;;;;;;;;;;;;;
212;;;;;;;;;;A Farm to Fork Strategy;;+;1.0;;;EU Soil Strategy for 2030;The Farm to Fork Strategy's emphasis on sustainable agriculture and soil health can support the EU Soil Strategy for 2030's objectives of protecting and restoring soil health, as sustainable agricultural practices can help maintain soil fertility and structure.;;;;;;;;;;;;;;;
213;;;;;;;;;;A Farm to Fork Strategy;;+;1.0;;;Regulation on plant reproductive material;The Farm to Fork Strategy's focus on sustainable agriculture and reducing pollution can enable the implementation of the Regulation on plant reproductive material's targets on promoting the use of high-quality reproductive material, as sustainable agricultural practices can help reduce pollution and protect biodiversity.;;;;;;;;;;;;;;;
214;;;;;;;;;;A Farm to Fork Strategy;;+;2.0;;;EU Biodiversity Strategy for 2030;The implementation of the Farm to Fork Strategy's targets on promoting sustainable agriculture and reducing pollution can reinforce the EU Biodiversity Strategy for 2030's target of protecting and restoring ecosystems and biodiversity, as sustainable agricultural practices can help maintain ecosystem services and protect species.;;;;;;;;;;;;;;;
215;;;;;;;;;;A Farm to Fork Strategy;;+;1.0;;;On Nature Restoration;The Farm to Fork Strategy's emphasis on sustainable agriculture and reducing pollution can support the Nature Restoration Law's objectives of restoring degraded ecosystems, as sustainable agricultural practices can help reduce pollution and protect biodiversity.;;;;;;;;;;;;;;;
216;;;;;;;;;;A Farm to Fork Strategy;;+;1.0;;;Fisheries and Oceans Pact;The Farm to Fork Strategy's focus on sustainable food systems and reducing pollution can enable the implementation of the Fisheries and Oceans Pact's targets on promoting sustainable fishing and aquaculture practices, as sustainable food systems can help reduce pollution and protect biodiversity.;;;;;;;;;;;;;;;
217;;;;;;;;;;A Farm to Fork Strategy;;+;2.0;;;EU Biodiversity Strategy for 2030;The implementation of the Farm to Fork Strategy's targets on reducing pollution from agricultural activities can reinforce the EU Biodiversity Strategy for 2030's target of protecting and restoring ecosystems and biodiversity, as reducing pollution can aid in preserving and restoring natural habitats.;;;;;;;;;;;;;;;
218;;;;;;;;2.0;;;;;;;;;;Energy from Renewable Sources;Aviation Fuel - Regulation (EU) 2023/2405;The Energy from Renewable Sources target can aid the Aviation Fuel - Regulation (EU) 2023/2405 goal of at least 70% of renewable fuels in aviation by 2050, as renewable energy can be used to produce sustainable aviation fuels.;;;;;;;;;;;;
219;;;;;;;;1.0;;;;;;;;;;Biofuels - Directive (EU) 2023/2413;On the deployment of alternative fuels infrastructure;The Biofuels - Directive (EU) 2023/2413 target of at least 1% of renewable fuels in road transport by 2025 can enable the On the deployment of alternative fuels infrastructure target of at least 1 public recharging pool dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them, as increased biofuel production can lead to the development of alternative fuel infrastructure.;;;;;;;;;;;;
220;;;;;;;;-1.0;;;;;;;;;;On ensuring a level playing field for sustainable air transport;On the Energy Transition of the EU Fisheries and Aquaculture sector;The On ensuring a level playing field for sustainable air transport target may constrain the On the Energy Transition of the EU Fisheries and Aquaculture sector goal of reducing GHG emissions from fisheries and aquaculture, as increased air transport demand can lead to higher emissions from these sectors.;;;;;;;;;;;;
221;;;;;;;;1.0;;;;;;;;;;Aviation Fuel - Regulation (EU) 2023/2405;On the deployment of alternative fuels infrastructure;The Aviation Fuel - Regulation (EU) 2023/2405 target of at least 70% of renewable fuels in aviation by 2050 can facilitate the On the deployment of alternative fuels infrastructure goal of at least 1 public recharging pool dedicated to light-duty vehicles, as increased renewable fuel production can support the development of alternative fuel infrastructure.;;;;;;;;;;;;
222;;;;;;;;2.0;;;;;;;;;;On the deployment of alternative fuels infrastructure;Amending Regulation (EU) 2019/1242;The On the deployment of alternative fuels infrastructure target can reinforce the Amending Regulation (EU) 2019/1242 goal of reducing GHG emissions from transport, as increased alternative fuel infrastructure can lead to lower emissions from transport.;;;;;;;;;;;;
223;;;;;;;;2.0;;;;;;;;;;On the deployment of alternative fuels infrastructure;Sustainable and Smart Mobility Strategy;The On the deployment of alternative fuels infrastructure target can aid the Sustainable and Smart Mobility Strategy goal of at least -90% of GHG emissions from land transport by 2050, as increased alternative fuel infrastructure can support the transition to low-carbon transport.;;;;;;;;;;;;
224;;;;;;;;1.0;;;;;;;;;;Amending Regulation (EU) 2019/1242;Energy from Renewable Sources;The Amending Regulation (EU) 2019/1242 target of reducing GHG emissions from transport can enable the Energy from Renewable Sources goal of at least 49% of energy from renewable sources in the building sector, as increased renewable energy production can lead to lower emissions from transport.;;;;;;;;;;;;
225;;;;;;;;3.0;;;;;;;;;;Circular Economy Action Plan;Concerning batteries and waste batteries;The Circular Economy Action Plan target of at least 65% of municipal waste recycled by 2030 can reinforce the Concerning batteries and waste batteries goal of recycling at least 50% of portable batteries by 2025, as increased recycling can lead to the recovery of critical raw materials.;;;;;;;;;;;;
226;;;;;;;;2.0;;;;;;;;;;Concerning batteries and waste batteries;On packaging and packaging waste;The Concerning batteries and waste batteries target can aid the On packaging and packaging waste goal of recycling at least 65% of packaging waste by 2025, as increased recycling of batteries can lead to the recovery of materials used in packaging.;;;;;;;;;;;;
227;;;;;;;;1.0;;;;;;;;;;On packaging and packaging waste;On circularity requirements for vehicle design;The On packaging and packaging waste target can facilitate the On circularity requirements for vehicle design goal of at least 85% of vehicles being reusable/recyclable by 2030, as increased recycling of packaging waste can lead to the development of more circular vehicle design.;;;;;;;;;;;;
228;;;;;;;;2.0;;;;;;;;;;On circularity requirements for vehicle design;Critical Raw Materials;The On circularity requirements for vehicle design target can reinforce the Critical Raw Materials goal of at least 10% of the Union’s annual consumption of strategic raw materials by 2030, as increased recycling of vehicles can lead to the recovery of critical raw materials.;;;;;;;;;;;;
